pop1900,pop1910,pop1920,pop1930,pop1940,pop1950,pop1960,pop1970,pop1980,pop1990,"fips","name"
23533,24009,22470,22404,22776,25075,28162,31382,35443,37877,"18113","IN Noble County"
4724,4329,4024,3747,3782,4223,4165,4289,5114,5315,"18115","IN Ohio County"
16854,17192,16974,17459,17311,16879,16877,16968,18677,18409,"18117","IN Orange County"
15149,14053,12760,11351,12090,11763,11400,12163,15841,17281,"18119","IN Owen County"
23000,22214,18875,16561,17358,15674,14804,14600,16372,15410,"18121","IN Parke County"
18778,18078,16692,16625,17770,17367,17232,19075,19346,19107,"18123","IN Perry County"
20486,19684,18684,16361,17045,14995,12797,12281,13465,12509,"18125","IN Pike County"
19175,20540,20256,22821,27836,40076,60279,87114,119816,128932,"18127","IN Porter County"
22333,21670,19334,17853,19183,19818,19214,21740,26414,25968,"18129","IN Posey County"
14033,13312,12385,11195,12056,12493,12837,12534,13258,12643,"18131","IN Pulaski County"
21478,20520,19880,20448,20839,22950,24927,26932,29163,30315,"18133","IN Putnam County"
28653,29013,26484,24859,26766,27141,28434,28915,29997,27148,"18135","IN Randolph County"
19881,19452,18694,18078,18898,18763,20641,21138,24398,24616,"18137","IN Ripley County"
20148,19349,19241,19412,18927,19799,20393,20352,19604,18129,"18139","IN Rush County"
58881,84312,103304,160033,161823,205058,238614,245045,241617,247052,"18141","IN St. Joseph County"
8307,8323,7424,6664,8978,11519,14643,17144,20422,20991,"18143","IN Scott County"
26491,26802,25982,26552,25953,28026,34093,37797,39887,40307,"18145","IN Shelby County"
22407,20676,18400,16713,16211,16174,16074,17134,19361,19490,"18147","IN Spencer County"
10431,10567,10278,10620,12258,15282,17911,19280,21997,22747,"18149","IN Starke County"
15219,14274,13360,13386,13740,17087,17184,20159,24694,27446,"18151","IN Steuben County"
26005,32439,31630,28133,27014,23667,21721,19889,21107,18993,"18153","IN Sullivan County"
11840,9914,9311,8432,8167,7599,7092,6306,7153,7738,"18155","IN Switzerland County"
38659,40063,42813,47535,51020,74473,89122,109378,121702,130598,"18157","IN Tippecanoe County"
19116,17459,16152,15208,15135,15566,15856,16650,16819,16119,"18159","IN Tipton County"
6748,6260,6021,5880,6017,6412,6457,6582,6860,6976,"18161","IN Union County"
71769,77438,92293,113320,130783,160422,165794,168772,167515,165058,"18163","IN Vanderburgh County"
15252,18865,27625,23238,21787,19723,17683,16793,18229,16773,"18165","IN Vermillion County"
62035,87930,100212,98861,99709,105160,108458,114528,112385,106107,"18167","IN Vigo County"
28235,26926,27231,25170,26601,29047,32605,35553,36640,35069,"18169","IN Wabash County"
11371,10899,9699,9167,9055,8535,8545,8705,8976,8176,"18171","IN Warren County"
22329,21911,19862,18230,19435,21527,23577,27972,41474,44920,"18173","IN Warrick County"
19409,17445,16645,16285,17008,16520,17819,19278,21932,23717,"18175","IN Washington County"
38970,43757,48136,54809,59229,68566,74039,79109,76058,71951,"18177","IN Wayne County"
23449,22418,20509,18411,19099,19564,21220,23821,25401,25948,"18179","IN Wells County"
19138,17602,17351,15831,17037,18042,19709,20995,23867,23265,"18181","IN White County"
17328,16892,15660,15931,17001,18828,20954,23395,26215,27651,"18183","IN Whitley County"
2231853,2224771,2404021,2470939,2538268,2621073,2757537,2824376,2913808,2776755,"19000","IA Iowa"
16192,14420,14259,13891,13196,12292,10893,9487,9509,8409,"19001","IA Adair County"
13601,10998,10521,10437,10156,8753,7468,6322,5731,4866,"19003","IA Adams County"
18711,17328,17285,16328,17184,16351,15982,14968,15108,13855,"19005","IA Allamakee County"
25927,28701,30535,24835,24245,19683,16015,15007,15511,13743,"19007","IA Appanoose County"
13626,12671,12520,12264,11790,11579,10919,9595,8559,7334,"19009","IA Audubon County"
25177,23156,24080,22851,22879,22656,23422,22885,23649,22429,"19011","IA Benton County"
32399,44865,56570,69146,79946,100448,122482,132916,137961,123798,"19013","IA Black Hawk County"
28200,27626,29892,29271,29782,28139,28037,26470,26184,25186,"19015","IA Boone County"
16305,15843,16728,17046,17932,18884,21108,22737,24820,22813,"19017","IA Bremer County"
21427,19748,19890,19550,20991,21927,22293,21746,22900,20844,"19019","IA Buchanan County"
16975,15981,18556,18667,19838,21113,21189,20693,20774,19965,"19021","IA Buena Vista County"
17955,17119,17845,17617,17986,17394,17467,16953,17668,15731,"19023","IA Butler County"
18569,17090,17783,17605,17584,16925,15923,14287,13542,11508,"19025","IA Calhoun County"
20319,20117,21549,22326,22770,23065,23431,22912,22951,21423,"19027","IA Carroll County"
21274,19047,19421,19422,18647,18532,17919,17007,16932,15128,"19029","IA Cass County"
19371,17765,17560,16760,16884,16910,17791,17655,18635,17381,"19031","IA Cedar County"
20672,25011,34675,38476,43845,46053,49894,49335,48458,46733,"19033","IA Cerro Gordo County"
16570,16741,17760,18737,19258,19052,18598,17269,16238,14098,"19035","IA Cherokee County"
17037,15375,15431,14637,15227,15228,15034,14969,15437,13295,"19037","IA Chickasaw County"
12440,10736,10506,10384,10233,9369,8222,7581,8612,8287,"19039","IA Clarke County"
13401,12766,15660,16107,17762,18103,18504,18464,19576,17585,"19041","IA Clay County"
27750,25576,25032,24559,24334,22522,21962,20606,21098,19054,"19043","IA Clayton County"
43832,45394,43371,44377,44722,49664,55060,56749,57122,51040,"19045","IA Clinton County"
21685,20041,20614,21028,20538,19741,18569,18780,18935,16775,"19047","IA Crawford County"
23058,23628,25120,25493,24649,23661,24123,26085,29513,29755,"19049","IA Dallas County"
15620,13315,12574,11150,11136,9959,9199,8207,9104,8312,"19051","IA Davis County"
18115,16347,16566,14903,14012,12601,10539,9737,9794,8338,"19053","IA Decatur County"
19185,17888,18183,18122,18487,17734,18483,18770,18933,18035,"19055","IA Delaware County"
35989,36145,35520,38162,36804,42056,44605,46982,46203,42614,"19057","IA Des Moines County"
7995,8137,10241,10982,12185,12756,12574,12565,15629,14909,"19059","IA Dickinson County"
56403,57450,58262,61214,63768,71337,80048,90609,93745,86403,"19061","IA Dubuque County"
9936,9816,12627,12856,13406,14102,14871,14009,13336,11569,"19063","IA Emmet County"
29845,27919,29251,29145,29151,28294,28581,26898,25488,21843,"19065","IA Fayette County"
17754,17119,18860,19524,20169,21505,21102,19860,19597,17058,"19067","IA Floyd County"
14996,14780,15807,16382,16379,16268,15472,13255,13036,11364,"19069","IA Franklin County"
18546,15623,15447,15533,14645,12323,10282,9282,9401,8226,"19071","IA Fremont County"
17820,16023,16467,16528,16599,15544,14379,12716,12119,10045,"19073","IA Greene County"
13757,13574,14420,14133,13518,13722,14132,14119,14366,12029,"19075","IA Grundy County"
18729,17374,17596,17324,17210,15197,13607,12243,11983,10935,"19077","IA Guthrie County"
19514,19242,19531,20978,19922,19660,20032,18383,17862,16071,"19079","IA Hamilton County"
13752,12731,14723,14802,15402,15077,14604,13227,13833,12638,"19081","IA Hancock County"
22794,20921,23337,22947,22530,22218,22533,22248,21776,19094,"19083","IA Hardin County"
25597,23162,24488,24897,22767,19560,17600,16240,16348,14730,"19085","IA Harrison County"
20022,18640,18298,17660,17994,18708,18187,18114,18890,19226,"19087","IA Henry County"
14512,12920,13705,13082,13531,13105,12734,11442,11114,9809,"19089","IA Howard County"
12667,12182,12951,13202,13459,13117,13156,12519,12246,10756,"19091","IA Humboldt County"
12327,11296,11689,11933,11047,10697,10269,9190,8908,8365,"19093","IA Ida County"
19544,18409,18600,17332,17016,15835,16396,15419,15429,14630,"19095","IA Iowa County"
23615,21258,19931,18481,19181,18622,20754,20839,22503,19950,"19097","IA Jackson County"
26976,27034,27855,32936,31496,32305,35282,35425,36425,34795,"19099","IA Jasper County"
17437,15951,16440,16241,15762,15696,15818,15774,16316,16310,"19101","IA Jefferson County"
24817,25914,26462,30276,33191,45756,53663,72127,81717,96119,"19103","IA Johnson County"
21954,19050,18607,19206,19950,19401,20693,19868,20401,19444,"19105","IA Jones County"
24979,21160,20983,19148,18406,16797,15492,13943,12921,11624,"19107","IA Keokuk County"
22720,21971,25082,25452,26630,26241,25314,22937,21891,18591,"19109","IA Kossuth County"
39719,36702,39676,41268,41074,43102,44207,42996,43106,38687,"19111","IA Lee County"
55392,60720,74004,82336,89142,104274,136899,163213,169775,168767,"19113","IA Linn County"
13516,12855,12179,11575,11384,11101,10290,10682,12055,11592,"19115","IA Louisa County"
16126,13462,15686,15114,14571,12069,10923,10163,10313,9070,"19117","IA Lucas County"
13165,14624,15431,15293,15374,14697,14468,13340,12896,11952,"19119","IA Lyon County"
17710,15621,15020,14331,14525,13131,12295,11558,12597,12483,"19121","IA Madison County"
34273,29860,26270,25804,26485,24672,23602,22177,22867,21522,"19123","IA Mahaska County"
24159,22995,24957,25727,27019,25930,25886,26352,29669,30001,"19125","IA Marion County"
29991,30279,32630,33727,35406,35611,37984,41076,41652,38276,"19127","IA Marshall County"
16764,15811,15422,15866,15064,14064,13050,11606,13406,13202,"19129","IA Mills County"
14916,13435,13921,14065,14121,13945,14043,13108,12329,10928,"19131","IA Mitchell County"
17980,16633,17125,18213,18238,16303,13916,12069,11692,10034,"19133","IA Monona County"
17985,25429,23467,15010,14553,11814,10463,9357,9209,8114,"19135","IA Monroe County"
17803,16604,17048,16752,15697,15685,14467,12781,13413,12076,"19137","IA Montgomery County"
28242,29505,29042,29385,31296,32148,33840,37181,40436,39907,"19139","IA Muscatine County"
16985,17262,19051,18409,19293,18970,18840,17522,16972,15444,"19141","IA O'Brien County"
8725,8956,10223,10182,10607,10181,10064,8555,8371,7267,"19143","IA Osceola County"
24187,24002,24137,25904,24887,23921,21023,18507,19063,16870,"19145","IA Page County"
14354,13845,15486,15398,16170,15891,14736,13289,12721,10669,"19147","IA Palo Alto County"
22209,23129,23584,24159,23502,23252,23906,24312,24743,23388,"19149","IA Plymouth County"
15339,14808,15602,15687,16266,15496,14234,12729,11369,9525,"19151","IA Pocahontas County"
82624,110438,154029,172837,195835,226010,266315,286101,303170,327140,"19153","IA Polk County"
54336,55832,61550,69888,66756,69682,83102,86991,86561,82628,"19155","IA Pottawattamie County"
19414,19589,19910,18727,18758,19344,19300,18803,19306,19033,"19157","IA Poweshiek County"
15325,12904,12919,11966,11137,9528,7910,6373,6112,5420,"19159","IA Ringgold County"
17639,16555,17500,17641,17639,17518,17007,15573,14118,12324,"19161","IA Sac County"
51558,60000,73952,77332,84748,100698,119067,142687,160022,150979,"19163","IA Scott County"
17932,16552,16065,17131,16720,15942,15825,15528,15043,13230,"19165","IA Shelby County"
23337,25248,26458,26806,27209,26381,26375,27996,30813,29903,"19167","IA Sioux County"
23159,24083,26185,31141,33434,44294,49327,62783,72326,74252,"19169","IA Story County"
24585,22156,21861,21987,22428,21688,21413,20147,19533,17419,"19171","IA Tama County"
18784,16312,15514,14859,14258,12420,10288,8790,8353,7114,"19173","IA Taylor County"
19928,16616,17268,17435,16280,15651,13712,13557,13858,12750,"19175","IA Union County"
17354,15020,14060,12603,12053,11007,9778,8643,8626,7676,"19177","IA Van Buren County"
35426,37743,37937,40480,44280,47397,46126,42149,40241,35687,"19179","IA Wapello County"
20376,18194,18047,17700,17695,17758,20829,27432,34878,36033,"19181","IA Warren County"
20718,19925,20421,19822,20055,19557,19406,18967,20141,19612,"19183","IA Washington County"
17491,16184,15378,13787,13308,11737,9800,8405,8199,7067,"19185","IA Wayne County"
31757,34629,37611,40425,41521,44241,47810,48391,45953,40342,"19187","IA Webster County"
12725,11914,13489,13143,13972,13450,13099,12990,13010,12122,"19189","IA Winnebago County"
23731,21729,22091,21630,22263,21639,21651,21758,21876,20847,"19191","IA Winneshiek County"
54610,67616,92171,101669,103627,103917,107849,103052,100884,98276,"19193","IA Woodbury County"
10887,9950,11630,11164,11449,11068,10259,8968,9075,7991,"19195","IA Worth County"
18227,17951,20348,20216,20038,19652,19447,17294,16319,14269,"19197","IA Wright County"
1470495,1690949,1769257,1880999,1801028,1905299,2178611,2246578,2363679,2477574,"20000","KS Kansas"
19507,27640,23509,21391,19874,18187,16369,15043,15654,14638,"20001","KS Allen County"
13938,13829,12986,13355,11658,10267,9035,8501,8749,7803,"20003","KS Anderson County"
28606,28107,23411,23945,22222,21496,20898,19165,18397,16932,"20005","KS Atchison County"
6594,9916,9739,10178,9073,8521,8713,7016,6548,5874,"20007","KS Barber County"
13784,17876,18422,19776,25010,29909,32368,30663,31343,29382,"20009","KS Barton County"
24712,24007,23198,22386,20944,19153,16090,15215,15969,14966,"20011","KS Bourbon County"
22369,21314,20949,20553,17395,14651,13229,11685,11955,11128,"20013","KS Brown County"
23363,23059,43842,35904,32013,31001,38395,38658,44782,50580,"20015","KS Butler County"
8246,7527,7144,6952,6345,4831,3921,3408,3309,3021,"20017","KS Chase County"
11804,11429,11598,10352,9233,7376,5956,4642,5016,4407,"20019","KS Chautauqua County"
42694,38162,33609,31457,29817,25144,22279,21549,22304,21374,"20021","KS Cherokee County"
2640,4248,5587,6948,6221,5668,4708,4256,3678,3243,"20023","KS Cheyenne County"
1701,4093,4989,4796,4081,3946,3396,2896,2599,2418,"20025","KS Clark County"
15833,15251,14365,14556,13281,11697,10675,9890,9802,9158,"20027","KS Clay County"
18071,18388,17714,18006,17247,16104,14407,13466,12494,11023,"20029","KS Cloud County"
16643,15205,14254,13653,12278,10408,8403,7397,9370,8404,"20031","KS Coffey County"
1619,3281,5302,5238,4412,3888,3271,2702,2554,2313,"20033","KS Comanche County"
30156,31790,35155,40903,38139,36905,37861,35012,36824,36915,"20035","KS Cowley County"
38809,51178,61800,49329,44191,40231,37032,37850,37916,35568,"20037","KS Crawford County"
9234,8976,8121,8866,7434,6185,5778,4988,4509,4021,"20039","KS Decatur County"
21816,24361,25777,25870,22929,21190,21572,19993,20175,18958,"20041","KS Dickinson County"
15079,14422,13438,14063,12936,10499,9574,9107,9268,8134,"20043","KS Doniphan County"
25096,24724,23998,25143,25171,34086,43720,57932,67640,81798,"20045","KS Douglas County"
3682,7033,7057,7295,6377,5936,5118,4581,4271,3787,"20047","KS Edwards County"
11443,10128,9034,9210,8180,6679,5048,3858,3918,3327,"20049","KS Elk County"
8626,12170,14138,15907,17508,19043,21270,24730,26098,26004,"20051","KS Ellis County"
9626,10444,10379,10132,9855,8465,7677,6146,6640,6586,"20053","KS Ellsworth County"
3469,6908,7674,11014,10092,15092,16093,18947,23825,33070,"20055","KS Finney County"
5497,11393,14273,20647,17254,19670,20938,22587,24315,27463,"20057","KS Ford County"
21354,20884,21946,22024,20889,19928,19548,20007,22062,21994,"20059","KS Franklin County"
10744,12681,13452,14366,15222,21671,28779,28111,29852,30453,"20061","KS Geary County"
2441,6044,4748,5643,4793,4447,4107,3940,3726,3231,"20063","KS Gove County"
5173,8700,7624,7772,6071,5020,5586,4751,3995,3543,"20065","KS Graham County"
422,1087,1087,3092,1946,4638,5269,5961,6977,7159,"20067","KS Grant County"
1264,3121,4711,6211,4773,4894,4380,4516,5138,5396,"20069","KS Gray County"
493,1335,1028,1712,1638,2010,2087,1819,1845,1774,"20071","KS Greeley County"
16196,16060,14715,19235,16495,13574,11253,9141,8764,7847,"20073","KS Greenwood County"
1426,3360,2586,3328,2645,3696,3144,2747,2514,2388,"20075","KS Hamilton County"
10310,14748,13656,12823,12068,10263,9541,7871,7778,7124,"20077","KS Harper County"
17591,19200,20744,22120,21712,21698,25865,27236,30531,31028,"20079","KS Harvey County"
457,993,1455,2805,2088,2606,2990,3672,3814,3886,"20081","KS Haskell County"
2032,2930,3734,4157,3535,3310,3115,2662,2269,2177,"20083","KS Hodgeman County"
17117,16861,15495,14776,13382,11098,10309,10342,11644,11525,"20085","KS Jackson County"
17533,15826,14750,14129,12718,11084,11252,11945,15207,15905,"20087","KS Jefferson County"
19420,18148,16240,14462,11970,9698,7217,6099,5241,4251,"20089","KS Jewell County"
18104,18288,18314,27179,33327,62783,143792,217662,270269,355054,"20091","KS Johnson County"
1107,3206,2617,3196,2525,3492,3108,3047,3435,4027,"20093","KS Kearny County"
10663,13386,12119,11674,12001,10324,9958,8886,8960,8292,"20095","KS Kingman County"
2365,6174,6164,6035,5112,4743,4626,4088,4046,3660,"20097","KS Kiowa County"
27387,31423,34047,31346,30352,29285,26805,25775,25682,23693,"20099","KS Labette County"
1563,2603,2848,3372,2821,2808,3060,2707,2472,2375,"20101","KS Lane County"
40940,41207,38402,42673,41112,42361,48524,53340,54809,64371,"20103","KS Leavenworth County"
9886,10142,9894,9707,8338,6643,5556,4582,4145,3653,"20105","KS Lincoln County"
16689,14735,13815,13534,11969,10053,8274,7770,8234,8254,"20107","KS Linn County"
1962,4240,3223,4145,3688,4206,4036,3814,3478,3081,"20109","KS Logan County"
25074,24927,26154,29240,26424,26576,26928,32071,35108,34732,"20111","KS Lyon County"
21421,21521,21845,23588,24152,23670,24285,24778,26855,27268,"20113","KS McPherson County"
20676,22415,22923,20739,18951,16307,15143,13935,13522,12888,"20115","KS Marion County"
24355,23880,22730,23056,20986,17926,15598,13139,12787,11705,"20117","KS Marshall County"
1581,5055,5542,6858,5522,5710,5505,4912,4788,4247,"20119","KS Meade County"
21641,20030,19809,21243,19489,19698,19884,19254,21618,23466,"20121","KS Miami County"
14647,14089,13886,12774,11339,10320,8866,8010,8117,7203,"20123","KS Mitchell County"
29039,49474,49645,51411,49729,46487,45007,39949,42281,38816,"20125","KS Montgomery County"
11967,12397,12005,11859,10363,8485,7392,6432,6419,6198,"20127","KS Morris County"
304,1333,3177,4092,2186,2610,3354,3576,3454,3480,"20129","KS Morton County"
20376,19072,18487,18342,16761,14341,12897,11825,11211,10446,"20131","KS Nemaha County"
19254,23754,24000,22665,22210,20348,19455,18812,18967,17035,"20133","KS Neosho County"
4535,5883,7490,8358,6864,6322,5470,4791,4498,4033,"20135","KS Ness County"
11325,11614,11423,11701,9831,8808,8035,7279,6689,5947,"20137","KS Norton County"
23659,19905,18621,17538,15118,12811,12886,13352,15319,15248,"20139","KS Osage County"
11844,12827,12441,11568,9835,8558,7506,6416,5959,4867,"20141","KS Osborne County"
11182,11811,10714,9819,9224,7265,6779,6183,5971,5634,"20143","KS Ottawa County"
5084,8859,9323,10510,10300,11041,10254,8484,8065,7555,"20145","KS Pawnee County"
14442,14150,12505,12159,10435,9273,8709,7888,7406,6590,"20147","KS Phillips County"
18470,17522,16154,15862,14015,12344,11957,11755,14782,16128,"20149","KS Pottawatomie County"
7085,11156,12909,13312,12348,12156,12122,10056,10275,9702,"20151","KS Pratt County"
5241,6380,6799,7362,6618,5728,5279,4393,4105,3404,"20153","KS Rawlins County"
29027,37853,44423,47785,52165,54058,59055,60765,64983,62389,"20155","KS Reno County"
18248,17447,15855,14745,13124,11478,9768,8498,7569,6482,"20157","KS Republic County"
14745,15106,14832,13800,17213,15635,13909,12320,11900,10610,"20159","KS Rice County"
13828,15783,20650,19882,20617,33405,41914,56788,63505,67139,"20161","KS Riley County"
7960,11282,9966,9534,8497,9043,9734,7628,7006,6039,"20163","KS Rooks County"
6134,7826,8360,9093,8285,7231,6160,5117,4516,3842,"20165","KS Rush County"
8489,10800,10748,11045,13464,13406,11348,9428,8868,7835,"20167","KS Russell County"
17076,20338,25103,29337,29535,33409,54715,46592,48905,49301,"20169","KS Saline County"
1098,3047,3121,3976,3773,4921,5228,5606,5782,5289,"20171","KS Scott County"
44037,73095,92234,136330,143311,222290,343231,350694,366531,403662,"20173","KS Sedgwick County"
822,4091,6220,8075,6540,9972,15930,15744,17071,18743,"20175","KS Seward County"
53727,61874,69159,85200,91247,105418,141286,155322,154916,160976,"20177","KS Shawnee County"
3819,5651,5484,6038,5312,4607,4267,3859,3544,3043,"20179","KS Sheridan County"
3341,4549,5592,7400,6421,7373,6682,7792,7759,6926,"20181","KS Sherman County"
16384,15365,14985,13545,10582,8846,7776,6757,5947,5078,"20183","KS Smith County"
9829,12510,11559,10460,10487,8816,7451,5943,5694,5365,"20185","KS Stafford County"
327,1034,908,2152,1443,2263,2108,2287,2339,2333,"20187","KS Stanton County"
620,2453,3943,4655,3193,4516,4400,4198,4736,5048,"20189","KS Stevens County"
25631,30654,29213,28960,26163,23646,25316,23553,24928,25841,"20191","KS Sumner County"
4112,5455,5517,7334,6425,7572,7358,7501,8451,8258,"20193","KS Thomas County"
2722,5398,5880,6470,5822,5868,5473,4436,4165,3694,"20195","KS Trego County"
12813,12721,11424,10830,9219,7212,6648,6397,6867,6603,"20197","KS Wabaunsee County"
1178,2759,2424,2882,2216,2508,2069,2215,2045,1821,"20199","KS Wallace County"
21963,20229,17984,17112,15921,12977,10739,9249,8543,7073,"20201","KS Washington County"
1197,2006,1856,2579,2185,2640,2765,3274,3041,2758,"20203","KS Wichita County"
15621,19810,21157,18646,17723,14815,13077,11317,12128,10289,"20205","KS Wilson County"
10022,9450,8984,8526,8014,6711,5423,4789,4600,4116,"20207","KS Woodson County"
73227,100068,122218,141211,145071,165318,185495,186845,172335,161993,"20209","KS Wyandotte County"
2147174,2289905,2416630,2614589,2845627,2944806,3038156,3218706,3660777,3685296,"21000","KY Kentucky"
14888,16503,17289,16401,18566,17603,14699,13037,15233,15360,"21001","KY Adair County"
14657,14882,16761,15180,15496,13787,12269,12598,14128,14628,"21003","KY Allen County"
10051,10146,9982,8494,8936,8984,8618,9358,12567,14571,"21005","KY Anderson County"
10761,12690,12045,9910,9480,8545,8291,8276,8798,7902,"21007","KY Ballard County"
23197,25293,25356,25844,27559,28461,28303,28677,34009,34001,"21009","KY Barren County"
14734,13988,11996,11075,11451,10410,9114,9235,10025,9692,"21011","KY Bath County"
15701,28447,33988,38747,43812,47602,35336,31087,34330,31506,"21013","KY Bell County"
11170,9420,9572,9595,10820,13015,21940,32812,45842,57589,"21015","KY Boone County"
18069,17462,18418,18060,17932,17752,18178,18476,19405,19236,"21017","KY Bourbon County"
18834,23444,29281,43849,45938,49949,52163,52376,55513,51150,"21019","KY Boyd County"
13817,14668,14998,16282,17075,20532,21257,21090,25066,25641,"21021","KY Boyle County"
12137,10308,10210,9616,9389,8424,7422,7227,7738,7766,"21023","KY Bracken County"
14322,17540,20614,21143,23946,19964,15490,14221,17004,15703,"21025","KY Breathitt County"
20534,21034,19652,17368,17744,15528,14734,14789,16861,16312,"21027","KY Breckinridge County"
9602,9487,9328,8868,9511,11349,15726,26090,43346,47567,"21029","KY Bullitt County"
15896,15805,15197,12620,14371,11309,9586,9723,11064,11245,"21031","KY Butler County"
14510,14063,13975,13781,14499,13199,13073,13179,13473,13232,"21033","KY Caldwell County"
17633,19867,20802,17662,19041,20147,20972,27692,30031,30735,"21035","KY Calloway County"
54223,59369,61868,73391,71918,76196,86803,88501,83317,83866,"21037","KY Campbell County"
10195,9048,8231,7363,7650,6206,5608,5354,5487,5238,"21039","KY Carlisle County"
9825,8110,8346,8155,8657,8517,7978,8523,9270,9292,"21041","KY Carroll County"
20228,21966,22474,23839,25545,22559,20817,19850,25060,24340,"21043","KY Carter County"
15144,15479,17213,16747,19962,17446,14327,12930,14818,14211,"21045","KY Casey County"
37962,38845,35883,34283,36129,42359,56904,56224,66878,68941,"21047","KY Christian County"
16694,17987,17901,17640,17988,18898,21075,24090,28322,29496,"21049","KY Clark County"
15364,17789,19795,18526,23901,23116,20748,18481,22752,21746,"21051","KY Clay County"
7871,8153,8589,9004,10279,10605,8886,8174,9321,9135,"21053","KY Clinton County"
15191,13296,13125,11931,12115,10818,8648,8493,9207,9196,"21055","KY Crittenden County"
8962,9846,10648,10204,11923,9309,7835,6850,7289,6784,"21057","KY Cumberland County"
38667,41020,40733,43779,52335,57241,70588,79486,85949,87189,"21059","KY Daviess County"
10080,10469,10894,11475,11344,9376,8085,8751,9962,10357,"21061","KY Edmonson County"
10387,9814,8887,7571,8713,7085,6330,5933,6908,6455,"21063","KY Elliott County"
11669,12273,15569,17079,17978,14677,12466,12752,14495,14614,"21065","KY Estill County"
42071,47715,54664,68543,78899,100746,131906,174323,204165,225366,"21067","KY Fayette County"
17074,16066,15614,12931,13327,11962,10890,11366,12323,12292,"21069","KY Fleming County"
15552,18623,27427,41942,52986,53500,41642,35889,48764,43586,"21071","KY Floyd County"
20852,21135,19357,21064,23308,25933,29421,34481,41830,43781,"21073","KY Franklin County"
11546,14114,15197,14927,15413,13668,11256,10183,8971,8271,"21075","KY Fulton County"
5163,4697,4664,4437,4307,3969,3867,4134,4842,5393,"21077","KY Gallatin County"
12042,11894,12503,11562,11910,11029,9747,9457,10853,11579,"21079","KY Garrard County"
13239,10581,10435,9876,9876,9809,9489,9999,13308,15737,"21081","KY Grant County"
33204,33539,32483,30778,31763,31364,30021,30939,34049,33550,"21083","KY Graves County"
19878,19958,19927,17055,17562,17063,15834,16445,20854,21050,"21085","KY Grayson County"
12255,11871,11391,11401,12321,11261,11249,10350,11043,10371,"21087","KY Green County"
15432,18475,20062,24554,24917,24887,29238,33192,39132,36742,"21089","KY Greenup County"
8914,8512,6945,6147,6807,6009,5330,7080,7742,7864,"21091","KY Hancock County"
22937,22696,24287,20913,29108,50312,67789,78421,88917,89240,"21093","KY Hardin County"
9838,10566,31546,64557,75275,71751,51107,37370,41889,36574,"21095","KY Harlan County"
18570,16873,15798,14859,15124,13736,13704,14158,15166,16248,"21097","KY Harrison County"
18390,18173,18544,16169,17239,15321,14119,13980,15402,14890,"21099","KY Hart County"
32907,29352,27609,26295,27020,30715,33519,36031,40849,43044,"21101","KY Henderson County"
14620,13716,13411,12564,12220,11394,10987,10910,12740,12823,"21103","KY Henry County"
11745,11750,10244,8725,9142,7778,6747,6264,6065,5566,"21105","KY Hickman County"
30995,34291,34133,37449,37789,38815,38458,38167,46174,46126,"21107","KY Hopkins County"
10561,10734,11687,10467,16339,13101,10677,10005,11996,11955,"21109","KY Jackson County"
232549,262920,286369,355350,385392,484615,610947,695055,685004,664937,"21111","KY Jefferson County"
11925,12613,12205,12431,12174,12458,13625,17430,26146,30508,"21113","KY Jessamine County"
13730,17482,19622,22968,25771,23846,19748,17539,24432,23248,"21115","KY Johnson County"
63591,70355,73453,93534,93139,104254,120700,129440,137058,142031,"21117","KY Kenton County"
8704,10791,11655,15230,20007,20320,17362,14698,17940,17906,"21119","KY Knott County"
17372,22116,24172,26266,31029,30409,25258,23689,30239,29676,"21121","KY Knox County"
10764,10701,10004,9093,9622,9956,10346,10672,11922,11679,"21123","KY Larue County"
17592,19872,19814,21109,25640,25797,24901,27386,38982,43438,"21125","KY Laurel County"
19612,20067,17643,16713,17275,14418,12134,10726,14121,13998,"21127","KY Lawrence County"
7988,9531,11918,9729,10860,8739,7420,6587,7754,7422,"21129","KY Lee County"
6753,8976,10097,10765,14981,15537,10941,11623,14882,13642,"21131","KY Leslie County"
9172,10623,24467,35702,40592,39522,30102,23165,30687,27000,"21133","KY Letcher County"
17868,16887,15829,14315,15686,13520,13115,12355,14545,13029,"21135","KY Lewis County"
17059,17897,16481,17687,19859,18668,16503,16663,19053,20045,"21137","KY Lincoln County"
11354,10627,9732,8608,9127,7184,7029,7596,9219,9062,"21139","KY Livingston County"
25994,24977,23633,21875,23345,22335,20896,21793,24138,24416,"21141","KY Logan County"
9319,9423,8795,8530,9067,6853,5924,5562,6490,6624,"21143","KY Lyon County"
28733,35064,37246,46271,48534,49137,57306,58281,61310,62879,"21145","KY McCracken County"
.,.,11676,14627,16451,16660,12463,12548,15634,15603,"21147","KY McCreary County"
12448,13241,12502,11072,11446,10021,9355,9062,10090,9628,"21149","KY McLean County"
25607,26951,26284,27621,28541,31179,33482,42730,53352,57508,"21151","KY Madison County"
12006,13654,13859,15719,17490,13839,11156,10443,13515,13077,"21153","KY Magoffin County"
16290,16330,15527,15499,16913,17212,16887,16714,17910,16499,"21155","KY Marion County"
13692,15771,15215,12889,16602,13387,16736,20381,25637,27205,"21157","KY Marshall County"
5780,7291,7654,8584,10970,11677,10201,9377,13925,12526,"21159","KY Martin County"
20446,18611,17760,18862,19066,18486,18454,17273,17765,16666,"21161","KY Mason County"
